216	1
217	1
218	1
219	1
226	1
227	1
233	1
235	1
240	1
241	1
242	1
243	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
257	1
258	1
260	1
261	1
266	1
271	1
275	1
276	1
277	1
278	1
279	1
283	1
284	1
289	1
290	1
293	1
298	1
299	1
302	1
303	1
304	1
305	1
306	1
307	1
311	1
312	1
314	1
317	1
321	1
334	1
335	1
341	1
346	1
348	1
351	1
352	1
353	1
361	1
370	1
373	1
374	1
377	1
383	1
385	1
386	1
387	1
392	1
393	1
394	1
395	1
397	1
400	1
409	1
417	1
418	1
419	1
428	1
432	1
433	1
435	1
437	1
439	1
440	1
446	1
451	1
455	1
456	1
457	1
465	1
475	1
476	1
477	1
486	1
493	1
503	1
504	1
507	1
511	1
512	1
517	1
530	1
531	1
532	1
534	1
537	1
540	1
542	1
558	1
564	1
571	1
574	1
584	1
585	1
591	1
592	1
600	1
609	1
654	1
658	1
688	1
717	1
45	2
46	2
172	2
183	2
184	2
202	2
203	2
211	2
212	2
220	2
221	2
230	2
231	2
244	2
245	2
264	2
265	2
295	2
300	2
301	2
315	2
338	2
339	2
340	2
343	2
344	2
381	2
382	2
384	2
389	2
415	2
416	2
420	2
424	2
425	2
434	2
448	2
454	2
474	2
485	2
519	2
522	2
528	2
529	2
533	2
536	2
538	2
539	2
546	2
551	2
553	2
554	2
557	2
579	2
587	2
595	2
596	2
597	2
598	2
599	2
606	2
610	2
612	2
613	2
621	2
624	2
625	2
629	2
630	2
635	2
636	2
638	2
641	2
644	2
646	2
652	2
659	2
660	2
665	2
666	2
667	2
668	2
670	2
675	2
676	2
677	2
680	2
682	2
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	2
701	2
702	2
703	2
704	2
706	2
712	2
713	2
716	2
719	2
722	2
723	2
725	2
726	2
727	2
728	2
729	2
731	2
732	2
735	2
2	3
3	3
41	3
42	3
71	3
72	3
107	3
108	3
177	3
200	3
201	3
224	3
225	3
229	3
236	3
237	3
238	3
239	3
256	3
262	3
263	3
269	3
270	3
272	3
273	3
274	3
296	3
297	3
324	3
336	3
337	3
366	3
391	3
406	3
407	3
413	3
429	3
445	3
447	3
449	3
450	3
452	3
453	3
460	3
467	3
468	3
471	3
472	3
473	3
478	3
480	3
487	3
490	3
513	3
525	3
561	3
562	3
575	3
581	3
582	3
583	3
593	3
594	3
603	3
611	3
618	3
627	3
639	3
642	3
643	3
650	3
661	3
662	3
22	4
23	4
357	4
358	4
443	4
500	4
514	4
515	4
521	4
543	4
588	4
589	4
607	4
674	4
685	4
686	4
687	4
711	4
734	4
518	5
552	5
648	5
649	5
655	5
656	5
720	5
724	5
736	5
741	5
742	5
745	5
313	6
355	6
356	6
678	6
679	6
684	6
697	6
699	6
707	6
710	6
740	6
737	7
738	7
746	7
721	8
733	8
739	8
602	9
698	9
705	9
744	10
743	11
640	12
626	13
255	14
